Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1000597,2012-04-04,2012-10-04,14,3,
1000598,2012-09-17,2013-03-20,15,2,
1000599,2011-09-23,2012-09-22,18,4,
1000600,2013-12-18,2014-12-18,10,1,
1000601,2011-05-26,2011-11-25,4,7,
1000602,2012-05-29,2013-05-30,12,4,
1000603,2013-02-06,2013-08-07,11,4,
1000604,2012-03-22,2012-09-20,9,2,
1000605,2012-01-02,2013-01-02,13,5,
1000606,2013-02-09,2013-08-11,10,6,2013-06-10
1000607,2012-04-28,2013-04-29,1,1,
1000608,2012-12-06,2013-06-06,12,5,
1000609,2013-10-03,2014-04-02,20,1,
1000610,2010-10-11,2011-04-12,2,3,2010-11-09
1000611,2012-12-21,2013-12-21,3,5,
1000612,2012-05-03,2013-05-04,1,6,
1000613,2012-09-16,2013-09-16,5,3,
1000614,2013-10-01,2014-10-01,7,3,
1000615,2013-03-06,2013-09-03,18,5,
1000616,2012-09-28,2013-09-28,18,6,
1000617,2013-01-22,2014-01-22,12,2,
1000618,2013-08-05,2014-08-05,14,4,
1000619,2013-03-07,2013-09-04,15,1,
1000620,2013-02-02,2014-02-02,6,1,2013-09-30
1000621,2011-07-17,2012-07-17,17,4,
1000622,2012-11-21,2013-05-24,17,2,
1000623,2013-08-27,2014-02-27,8,7,
1000624,2010-12-03,2011-12-04,12,4,2011-09-27
1000625,2013-03-16,2014-03-16,17,2,
1000626,2011-12-10,2012-06-11,9,3,
1000627,2013-08-27,2014-08-27,20,1,
1000628,2013-11-02,2014-11-02,19,2,
1000629,2012-03-07,2013-03-07,12,6,
1000630,2013-04-25,2013-10-23,19,7,
1000631,2011-06-11,2011-12-10,6,3,
1000632,2012-01-18,2013-01-18,7,2,
1000633,2013-02-24,2013-08-24,11,5,
1000634,2012-05-02,2013-05-02,18,1,
1000635,2013-05-03,2014-05-03,20,2,
1000636,2012-08-29,2013-03-01,3,1,
1000637,2012-11-20,2013-11-20,14,1,
1000638,2011-11-27,2012-05-29,18,4,
1000639,2012-01-21,2012-07-22,6,7,
1000640,2011-12-30,2012-07-01,2,1,
1000641,2013-06-24,2013-12-22,16,1,
1000642,2011-08-23,2012-02-21,14,4,
1000643,2012-05-02,2012-11-02,6,2,
1000644,2013-09-12,2014-03-12,1,2,
1000645,2013-07-05,2014-01-04,18,7,
1000646,2013-03-06,2014-03-06,5,1,
1000647,2011-02-27,2012-02-28,6,2,
1000648,2012-09-01,2013-03-04,11,5,
1000649,2012-11-12,2013-05-15,10,4,
1000650,2012-04-03,2013-04-03,5,3,
1000651,2011-09-27,2012-03-27,8,7,
1000652,2013-11-15,2014-05-15,1,3,
1000653,2011-08-18,2012-02-16,8,5,
1000654,2012-01-01,2012-12-31,16,6,
1000655,2011-04-14,2012-04-14,13,5,
1000656,2013-10-09,2014-10-09,12,5,
1000657,2011-12-19,2012-12-19,7,7,
1000658,2012-03-11,2012-09-10,11,5,2012-07-04
1000659,2012-06-27,2012-12-26,10,6,
1000660,2012-02-17,2012-08-19,19,5,
1000661,2011-08-07,2012-08-07,6,4,
1000662,2013-12-19,2014-12-19,7,4,
1000663,2013-04-14,2013-10-15,11,5,
1000664,2012-09-03,2013-09-03,20,3,
1000665,2013-06-06,2013-12-07,6,5,
1000666,2012-04-29,2013-04-29,11,2,
1000667,2010-10-31,2011-11-01,8,5,
1000668,2012-03-23,2012-09-23,5,2,
1000669,2011-11-10,2012-11-10,15,7,
1000670,2013-04-18,2014-04-18,13,7,
1000671,2011-08-12,2012-08-12,5,2,
1000672,2013-09-14,2014-03-15,10,7,
1000673,2012-12-29,2013-07-01,7,5,
1000674,2013-12-22,2014-06-24,13,5,
1000675,2011-10-15,2012-04-16,7,3,2011-10-26
1000676,2013-10-14,2014-10-14,14,7,
1000677,2012-12-16,2013-12-16,1,6,
1000678,2013-12-20,2014-06-19,3,6,
1000679,2011-06-14,2011-12-15,3,5,
1000680,2011-11-27,2012-11-27,11,4,
1000681,2011-07-16,2012-01-16,8,1,2011-08-16
1000682,2011-08-10,2012-08-10,15,3,
1000683,2013-05-05,2013-11-05,10,7,
1000684,2012-10-17,2013-04-16,4,6,
1000685,2012-12-28,2013-12-28,19,4,
1000686,2011-03-04,2011-09-04,6,4,
1000687,2012-10-25,2013-10-25,1,6,
1000688,2012-07-11,2013-01-08,17,7,
1000689,2012-11-22,2013-05-22,14,1,
1000690,2013-06-27,2014-06-27,8,2,
1000691,2013-02-26,2013-08-26,17,2,
1000692,2011-07-06,2012-07-05,8,7,
1000693,2012-12-01,2013-12-01,9,5,
1000694,2012-01-01,2013-01-01,3,1,
1000695,2013-10-03,2014-04-02,4,2,
1000696,2011-10-10,2012-04-11,15,4,
1000697,2011-09-11,2012-03-13,19,7,
1000698,2012-05-10,2013-05-10,2,1,
1000699,2013-04-25,2014-04-25,16,3,
1000700,2012-07-17,2013-07-17,17,2,
1000701,2012-03-30,2012-09-30,11,5,
1000702,2013-08-01,2014-08-01,12,1,
1000703,2011-10-03,2012-04-04,4,7,
1000704,2012-11-28,2013-05-29,13,2,
1000705,2013-04-17,2013-10-18,14,1,
1000706,2012-05-31,2013-05-31,1,3,
1000707,2011-04-19,2012-04-19,7,6,
1000708,2012-08-22,2013-02-22,13,3,
1000709,2011-05-31,2012-05-30,15,5,
1000710,2011-04-16,2012-04-15,17,5,
1000711,2011-01-22,2011-07-25,1,4,
1000712,2011-04-24,2012-04-24,6,6,
1000713,2011-06-16,2012-06-15,16,1,
1000714,2012-01-14,2013-01-13,13,5,
1000715,2011-04-22,2011-10-20,18,2,
1000716,2013-08-26,2014-08-26,4,5,2014-07-02
1000717,2011-08-07,2012-08-07,20,3,
1000718,2014-03-26,2014-09-23,16,6,
1000719,2012-01-31,2013-01-31,3,2,
1000720,2010-10-08,2011-04-07,6,5,2011-02-15
1000721,2011-04-23,2012-04-23,11,4,
1000722,2012-02-03,2012-08-04,7,1,
1000723,2013-09-23,2014-09-23,20,3,
1000724,2012-03-16,2012-09-14,14,4,
1000725,2011-11-24,2012-11-24,3,6,
1000726,2013-08-30,2014-08-30,13,7,
1000727,2014-01-24,2014-07-27,18,7,
1000728,2012-03-25,2012-09-24,16,5,
1000729,2014-01-14,2014-07-14,3,5,
1000730,2011-11-18,2012-11-18,8,7,
1000731,2012-05-05,2013-05-05,16,6,
1000732,2011-08-31,2012-08-31,5,5,
1000733,2011-11-17,2012-11-17,14,5,
1000734,2013-10-04,2014-04-03,14,1,
1000735,2010-09-03,2011-09-03,4,5,
1000736,2011-06-01,2011-12-02,12,6,2011-06-10
1000737,2014-02-06,2014-08-07,19,1,
1000738,2013-06-06,2014-06-06,12,3,
1000739,2012-06-05,2013-06-05,14,1,
1000740,2012-04-20,2012-10-19,20,1,
1000741,2012-02-24,2013-02-23,8,5,
1000742,2012-05-15,2012-11-15,13,1,
1000743,2013-03-15,2014-03-15,9,7,
1000744,2012-09-16,2013-09-16,2,1,
1000745,2011-03-14,2011-09-14,5,7,2011-07-11
1000746,2011-12-13,2012-06-14,19,3,2012-05-24
1000747,2011-06-18,2012-06-18,20,3,
1000748,2014-03-22,2014-09-19,13,2,
1000749,2011-09-05,2012-03-05,1,2,
1000750,2010-12-26,2011-06-25,11,1,
1000751,2013-08-17,2014-08-17,3,3,
1000752,2012-11-24,2013-05-26,11,2,
1000753,2012-11-29,2013-05-29,8,6,
1000754,2011-07-24,2012-01-23,2,6,
1000755,2012-10-24,2013-10-24,19,3,
1000756,2012-06-24,2013-06-24,10,5,
1000757,2012-06-08,2013-06-08,11,4,
1000758,2013-03-18,2014-03-18,18,4,
1000759,2013-02-28,2014-02-28,18,2,
1000760,2011-12-28,2012-06-29,14,4,
1000761,2012-08-06,2013-02-03,17,7,
1000762,2012-11-22,2013-05-25,15,5,
1000763,2011-01-25,2011-07-28,18,1,
1000764,2012-10-15,2013-04-15,9,7,
1000765,2011-09-27,2012-03-28,2,7,2011-11-30
1000766,2012-09-08,2013-09-08,6,6,
1000767,2013-03-02,2014-03-02,20,1,2014-01-24
1000768,2013-02-18,2013-08-18,19,1,
1000769,2011-01-22,2012-01-22,14,6,
1000770,2012-06-13,2013-06-13,7,5,
1000771,2010-10-12,2011-04-14,3,2,
1000772,2013-07-20,2014-01-17,6,6,
1000773,2011-08-27,2012-02-26,5,4,
1000774,2014-02-19,2014-08-20,3,4,
1000775,2011-01-26,2011-07-29,1,2,
1000776,2010-12-28,2011-12-28,6,6,
1000777,2012-09-23,2013-09-23,3,1,
1000778,2011-10-25,2012-04-26,2,5,2012-02-21
1000779,2012-10-14,2013-04-16,2,2,
1000780,2011-08-17,2012-02-15,19,4,
1000781,2013-05-15,2014-05-15,1,3,
1000782,2013-02-10,2013-08-12,15,1,
1000783,2011-02-05,2012-02-06,14,3,2011-11-05
1000784,2013-12-26,2014-06-26,11,2,
1000785,2014-02-27,2015-02-27,6,2,
1000786,2013-04-08,2014-04-08,17,4,
1000787,2011-01-17,2012-01-17,2,1,
1000788,2013-06-23,2014-06-23,2,4,
1000789,2012-05-14,2012-11-12,14,6,
1000790,2011-09-27,2012-03-27,19,3,
1000791,2011-02-01,2011-08-01,19,5,2011-04-11
1000792,2013-06-04,2014-06-04,11,6,
1000793,2013-05-07,2014-05-07,6,7,
1000794,2013-05-28,2014-05-28,13,6,
1000795,2011-05-12,2011-11-09,8,4,
1000796,2012-02-07,2012-08-07,1,5,
1000797,2013-06-30,2013-12-28,4,3,
1000798,2011-07-05,2012-01-05,1,1,2011-11-06
1000799,2013-04-05,2014-04-05,1,3,
1000800,2012-11-12,2013-05-12,10,7,
1000801,2012-12-02,2013-12-02,15,4,
1000802,2013-02-02,2013-08-05,12,1,
1000803,2011-04-19,2012-04-19,20,4,
1000804,2013-04-07,2014-04-07,5,2,2013-11-13
1000805,2011-06-29,2012-06-29,6,2,
1000806,2011-10-19,2012-10-19,11,2,
1000807,2013-03-01,2014-03-01,9,3,
1000808,2013-10-04,2014-04-03,16,7,
1000809,2013-01-18,2013-07-18,10,2,2013-05-13
1000810,2012-01-01,2012-12-31,17,5,
1000811,2013-09-14,2014-03-14,6,2,2014-02-08
1000812,2013-08-12,2014-08-12,19,2,2014-05-02
1000813,2010-09-27,2011-09-27,6,4,
1000814,2011-08-23,2012-02-23,6,6,2011-12-17
1000815,2012-12-25,2013-12-25,2,2,
1000816,2010-12-13,2011-12-13,19,1,
1000817,2012-05-27,2013-05-27,9,3,
1000818,2011-12-29,2012-06-29,13,4,
1000819,2013-08-16,2014-02-16,1,6,
1000820,2012-08-28,2013-02-27,9,2,
1000821,2011-07-20,2012-01-18,20,1,
1000822,2014-03-10,2015-03-10,8,6,
1000823,2010-10-28,2011-10-29,2,4,
1000824,2012-07-24,2013-07-24,2,3,
1000825,2011-08-12,2012-08-12,5,5,
1000826,2013-08-08,2014-08-08,14,1,
1000827,2011-03-16,2011-09-13,8,6,2011-03-18
1000828,2013-04-29,2014-04-29,16,5,
1000829,2012-01-22,2013-01-21,15,4,
1000830,2011-01-19,2012-01-20,14,4,
1000831,2013-04-07,2013-10-08,4,1,
1000832,2012-05-30,2012-11-27,18,2,
1000833,2012-08-26,2013-02-24,2,4,
1000834,2011-12-28,2012-06-29,12,7,2012-04-17
1000835,2013-03-22,2013-09-19,3,6,
1000836,2011-05-10,2012-05-10,13,2,
1000837,2012-03-11,2012-09-10,15,6,
1000838,2012-01-25,2012-07-26,16,4,
1000839,2011-11-04,2012-05-05,15,4,
1000840,2014-04-30,2014-10-29,11,6,
1000841,2012-05-27,2012-11-26,7,3,
1000842,2012-06-21,2013-06-21,4,1,
1000843,2011-07-22,2012-01-21,7,7,2011-10-03
1000844,2013-03-14,2013-09-14,8,5,2013-09-03
1000845,2013-02-25,2013-08-28,13,7,
1000846,2011-04-07,2011-10-08,12,6,2011-05-28
1000847,2013-08-28,2014-02-28,6,2,
1000848,2013-09-29,2014-09-29,16,3,
1000849,2012-10-24,2013-04-26,16,4,
1000850,2011-12-28,2012-06-27,11,2,
1000851,2012-07-06,2013-01-06,20,3,
1000852,2011-12-08,2012-06-08,13,3,
1000853,2013-07-26,2014-01-26,11,7,
1000854,2011-06-17,2012-06-17,15,5,
1000855,2011-10-07,2012-04-07,6,3,
1000856,2012-06-04,2013-06-04,15,5,2013-04-05
1000857,2012-12-14,2013-06-13,6,5,2013-04-05
1000858,2011-10-08,2012-04-07,8,7,
1000859,2012-05-10,2012-11-09,14,5,
1000860,2012-12-24,2013-12-24,10,3,
1000861,2011-11-09,2012-11-09,4,1,
1000862,2012-01-11,2013-01-10,10,5,
1000863,2013-06-01,2014-06-01,12,4,
1000864,2014-03-15,2014-09-13,7,5,
1000865,2011-10-29,2012-10-29,6,7,
1000866,2011-07-17,2012-07-17,19,3,
1000867,2013-08-22,2014-02-22,11,6,
1000868,2011-08-18,2012-08-18,16,5,
1000869,2013-12-31,2014-07-03,10,4,
1000870,2011-11-01,2012-05-01,7,1,
1000871,2011-09-26,2012-09-26,1,5,
1000872,2013-06-06,2013-12-07,19,1,
1000873,2012-11-21,2013-05-21,17,3,
1000874,2012-06-22,2012-12-21,15,4,
1000875,2011-07-14,2012-07-14,20,7,
1000876,2012-01-28,2012-07-29,15,1,
1000877,2013-09-01,2014-09-01,12,2,
1000878,2012-12-08,2013-06-07,19,1,2013-04-09
1000879,2012-08-16,2013-08-16,19,5,
1000880,2013-04-17,2014-04-17,8,6,
1000881,2011-04-28,2012-04-28,11,6,
1000882,2013-02-07,2013-08-07,9,1,
1000883,2013-03-01,2013-09-01,12,6,
1000884,2011-09-21,2012-03-23,20,2,
1000885,2013-08-23,2014-02-23,3,3,
1000886,2013-09-03,2014-09-03,3,4,
1000887,2012-11-03,2013-11-03,8,3,
1000888,2011-11-14,2012-11-14,5,6,
1000889,2013-01-21,2014-01-21,12,5,
1000890,2011-11-18,2012-05-20,13,1,
1000891,2011-04-10,2012-04-10,4,4,
1000892,2011-02-12,2012-02-13,1,4,
1000893,2012-09-24,2013-03-27,18,7,
1000894,2012-05-18,2012-11-18,7,2,
1000895,2012-12-17,2013-06-17,11,7,
1000896,2013-07-24,2014-07-24,20,3,
1000897,2011-08-15,2012-02-15,14,2,2011-10-22
1000898,2013-08-18,2014-08-18,1,7,
1000899,2013-05-27,2013-11-27,1,5,
1000900,2012-02-20,2013-02-19,14,5,
1000901,2010-10-11,2011-10-12,1,7,2011-05-14
1000902,2012-12-26,2013-12-26,6,3,
1000903,2013-06-15,2014-06-15,12,4,
1000904,2013-05-10,2014-05-10,11,3,
1000905,2010-11-20,2011-05-22,10,4,
1000906,2010-11-23,2011-05-26,14,7,
1000907,2013-07-21,2014-01-21,14,6,
1000908,2012-12-27,2013-06-29,11,2,2013-04-10
1000909,2012-10-29,2013-04-29,11,6,
1000910,2011-06-01,2011-12-01,5,2,
1000911,2010-09-18,2011-09-18,2,5,
1000912,2012-07-18,2013-01-17,4,3,
1000913,2012-10-07,2013-10-07,17,6,2013-08-17
1000914,2013-05-30,2014-05-30,7,5,
1000915,2011-04-15,2011-10-16,9,3,
1000916,2011-07-18,2012-07-18,9,6,
1000917,2011-12-15,2012-12-15,15,1,
1000918,2011-02-12,2011-08-14,9,4,
1000919,2012-02-27,2012-08-27,9,6,
1000920,2012-05-07,2012-11-05,3,2,
1000921,2012-03-05,2013-03-05,18,3,
1000922,2014-01-09,2015-01-09,1,4,
1000923,2013-02-21,2013-08-21,19,2,
1000924,2013-05-14,2014-05-14,18,5,
1000925,2012-05-25,2013-05-25,7,7,
1000926,2011-04-19,2012-04-19,15,2,
1000927,2011-12-01,2012-06-01,8,6,
1000928,2012-01-09,2013-01-09,18,5,
1000929,2012-03-11,2012-09-11,2,2,
1000930,2011-09-06,2012-03-08,8,4,
1000931,2011-05-12,2011-11-12,18,4,2011-09-17
1000932,2013-07-10,2014-07-10,4,2,
1000933,2013-06-12,2013-12-13,5,5,
1000934,2014-02-07,2014-08-08,6,4,
1000935,2011-10-26,2012-04-27,14,2,
1000936,2010-09-03,2011-09-04,1,7,
1000937,2013-10-12,2014-04-11,19,3,
1000938,2013-09-10,2014-03-12,1,3,
1000939,2013-01-05,2013-07-07,2,3,
1000940,2011-02-25,2011-08-28,18,1,
1000941,2013-02-15,2013-08-15,17,6,
1000942,2013-08-17,2014-08-17,13,4,
1000943,2011-05-23,2011-11-21,18,7,
1000944,2011-09-20,2012-09-19,11,4,
1000945,2012-09-21,2013-03-21,20,7,
1000946,2011-10-10,2012-04-10,15,7,
1000947,2011-11-22,2012-11-22,15,1,
1000948,2013-06-17,2014-06-17,19,3,
1000949,2011-04-24,2012-04-24,13,1,
1000950,2013-08-21,2014-02-21,2,5,
1000951,2011-07-12,2012-07-12,12,1,
1000952,2011-10-30,2012-04-30,17,2,2012-04-14
1000953,2012-10-08,2013-04-07,9,1,
1000954,2011-02-26,2012-02-26,16,4,
1000955,2010-10-08,2011-10-09,13,6,
1000956,2013-03-02,2014-03-02,14,2,
1000957,2011-03-29,2012-03-28,13,4,
1000958,2012-06-25,2012-12-26,9,1,
1000959,2013-05-04,2013-11-02,9,1,
1000960,2014-01-31,2014-08-01,3,6,
1000961,2013-10-06,2014-10-06,4,2,
1000962,2010-11-16,2011-11-16,4,3,
1000963,2011-07-21,2012-01-18,5,6,
1000964,2011-10-25,2012-10-24,14,4,
1000965,2011-09-23,2012-09-23,12,7,
1000966,2012-12-19,2013-12-19,5,4,
1000967,2013-09-29,2014-09-29,11,1,
1000968,2013-09-15,2014-03-17,12,7,
1000969,2012-04-08,2013-04-09,15,3,
1000970,2013-04-27,2013-10-25,5,7,
1000971,2013-03-11,2014-03-11,15,4,
1000972,2012-04-03,2013-04-04,14,7,
1000973,2012-03-14,2013-03-14,11,4,
1000974,2011-11-27,2012-05-28,11,7,
1000975,2011-12-18,2012-06-17,6,1,
1000976,2014-04-19,2015-04-19,19,3,
1000977,2011-07-02,2011-12-31,6,3,
1000978,2012-03-08,2013-03-08,9,6,2013-02-21
1000979,2012-07-07,2013-01-05,20,5,
1000980,2013-02-08,2013-08-08,4,4,
1000981,2013-11-22,2014-11-22,7,2,
1000982,2011-07-16,2012-07-16,7,3,
1000983,2012-05-23,2013-05-23,9,3,
1000984,2011-01-10,2011-07-10,14,1,
1000985,2013-12-03,2014-06-03,11,4,2014-03-07
1000986,2012-10-09,2013-10-09,12,3,
1000987,2013-10-27,2014-10-27,17,6,
1000988,2013-03-08,2014-03-08,15,4,
1000989,2012-03-20,2013-03-20,5,6,
1000990,2012-04-04,2012-10-03,11,6,
1000991,2013-09-23,2014-03-23,11,2,2014-01-25
1000992,2013-06-22,2014-06-22,12,5,
1000993,2013-03-08,2014-03-08,19,1,
1000994,2011-08-19,2012-08-19,18,5,
1000995,2012-03-23,2012-09-22,15,1,
1000996,2013-04-11,2014-04-11,19,1,
1000997,2012-04-19,2013-04-20,3,5,
1000998,2012-03-02,2013-03-02,11,5,
1000999,2012-11-24,2013-05-25,5,4,
1001000,2010-07-07,2011-07-07,11,3,
1001001,2011-09-15,2012-03-17,9,3,
1001002,2011-12-27,2012-12-26,14,1,
1001003,2012-11-23,2013-05-25,13,5,
1001004,2011-05-12,2012-05-12,20,1,
1001005,2014-01-20,2014-07-21,16,6,
1001006,2012-08-10,2013-08-10,9,2,
1001007,2010-12-08,2011-12-08,2,2,
1001008,2013-02-02,2014-02-02,7,5,
1001009,2010-09-25,2011-09-26,14,5,
1001010,2012-06-07,2013-06-07,4,5,
1001011,2013-06-16,2014-06-16,14,1,
1001012,2011-10-01,2012-10-01,19,5,
1001013,2011-08-03,2012-02-03,18,2,2011-10-07
1001014,2012-06-13,2012-12-14,2,4,
1001015,2013-03-02,2013-08-30,10,5,
1001016,2011-03-10,2011-09-07,11,4,
1001017,2011-06-23,2011-12-24,1,6,
1001018,2013-04-14,2014-04-14,7,6,
1001019,2013-10-11,2014-04-13,2,2,
1001020,2012-12-28,2013-12-28,2,7,
1001021,2010-12-07,2011-12-07,9,5,
1001022,2012-01-15,2013-01-15,2,5,
1001023,2013-03-23,2014-03-23,3,7,
1001024,2013-05-22,2014-05-22,16,4,
1001025,2013-01-27,2014-01-27,2,4,2013-08-16
1001026,2010-10-02,2011-10-02,15,4,2011-08-09
1001027,2013-07-30,2014-07-30,2,7,2014-03-25
1001028,2014-01-19,2014-07-19,15,3,2014-04-28
1001029,2012-10-21,2013-04-21,3,6,
1001030,2011-08-06,2012-08-06,16,5,
1001031,2011-03-12,2011-09-09,18,5,
1001032,2011-01-12,2012-01-13,13,5,
1001033,2013-05-07,2014-05-07,4,5,
1001034,2014-01-18,2014-07-18,9,4,
1001035,2011-09-14,2012-03-14,17,4,
1001036,2014-02-12,2014-08-13,1,2,
1001037,2012-06-11,2013-06-11,7,1,
1001038,2011-04-08,2012-04-07,1,6,2011-10-30
1001039,2011-09-29,2012-09-29,10,6,
1001040,2013-05-16,2014-05-16,8,5,
1001041,2013-06-12,2013-12-13,19,6,
1001042,2010-11-02,2011-05-04,5,7,
1001043,2012-10-06,2013-04-05,13,7,
1001044,2012-11-10,2013-05-10,1,7,
1001045,2012-02-27,2012-08-27,1,2,
1001046,2013-06-03,2013-12-01,2,6,
1001047,2011-12-05,2012-12-05,20,6,
1001048,2014-03-01,2015-03-01,9,7,
1001049,2013-09-25,2014-03-27,15,1,
1001050,2013-09-15,2014-03-16,15,7,
1001051,2011-02-28,2011-08-30,9,7,
1001052,2013-07-10,2014-07-10,6,3,
1001053,2012-10-02,2013-10-02,16,7,
1001054,2011-06-11,2012-06-11,4,3,
1001055,2011-09-18,2012-03-20,12,4,
1001056,2011-02-10,2012-02-11,10,6,
1001057,2012-04-10,2013-04-10,7,7,
1001058,2012-02-14,2013-02-14,19,3,
1001059,2012-03-23,2012-09-23,10,5,
1001060,2012-11-24,2013-05-26,7,6,
1001061,2011-11-25,2012-11-25,2,3,
1001062,2011-08-15,2012-02-14,3,2,2012-02-05
1001063,2011-11-20,2012-05-22,4,2,
1001064,2011-07-09,2012-07-09,9,1,
1001065,2012-03-04,2012-09-02,5,1,
1001066,2013-08-21,2014-08-21,2,1,
1001067,2013-01-16,2014-01-16,1,4,
1001068,2013-08-28,2014-08-28,2,4,
1001069,2011-12-17,2012-12-16,17,3,
1001070,2012-08-20,2013-02-17,10,3,
1001071,2012-07-02,2013-01-02,19,6,
1001072,2011-06-03,2011-12-04,10,4,
1001073,2014-01-29,2015-01-29,3,6,
1001074,2013-02-24,2014-02-24,4,6,
1001075,2011-07-13,2012-01-12,15,5,
1001076,2011-12-17,2012-06-17,13,1,
1001077,2012-03-02,2012-09-01,6,3,
1001078,2013-03-08,2013-09-07,7,7,
1001079,2011-07-24,2012-07-24,19,3,
1001080,2012-02-27,2013-02-27,19,2,
1001081,2013-08-21,2014-08-21,4,2,
1001082,2011-12-10,2012-12-10,1,4,
1001083,2013-06-15,2013-12-16,15,4,
1001084,2013-10-20,2014-04-19,7,2,
1001085,2012-03-25,2013-03-25,10,5,2013-01-11
1001086,2012-04-25,2013-04-26,16,5,
1001087,2012-08-07,2013-08-07,6,6,
1001088,2012-02-13,2013-02-12,9,3,
1001089,2012-10-09,2013-04-09,20,3,
1001090,2011-09-22,2012-09-22,12,5,
1001091,2011-09-25,2012-03-25,9,5,2011-11-22
1001092,2011-04-06,2011-10-07,16,6,
1001093,2012-08-11,2013-08-11,1,7,
1001094,2011-10-27,2012-10-27,5,5,
1001095,2012-01-24,2013-01-23,7,1,
1001096,2012-12-23,2013-06-23,15,3,
1001097,2011-07-06,2012-07-06,7,5,2012-01-07
1001098,2012-01-21,2013-01-20,12,1,2012-08-25
1001099,2012-12-18,2013-06-20,1,2,
1001100,2013-08-11,2014-08-11,11,5,
1001101,2011-11-04,2012-05-04,19,5,2012-02-11
1001102,2013-10-20,2014-04-19,18,7,
1001103,2012-07-11,2013-07-11,19,5,
1001104,2013-02-26,2014-02-26,4,4,
1001105,2012-08-13,2013-02-13,19,4,2012-12-04
1001106,2010-10-12,2011-10-13,18,7,
1001107,2011-11-16,2012-11-16,19,4,
1001108,2013-08-10,2014-08-10,7,6,
1001109,2012-07-17,2013-07-17,20,3,
1001110,2012-11-11,2013-05-12,4,3,
1001111,2013-05-11,2014-05-11,7,6,2014-05-06
1001112,2011-07-27,2012-07-27,20,4,
1001113,2011-02-13,2012-02-14,11,6,
1001114,2011-09-23,2012-09-23,10,7,
1001115,2013-09-20,2014-09-20,12,2,
1001116,2013-02-21,2013-08-21,16,6,
1001117,2012-07-12,2013-01-12,7,7,
1001118,2012-06-21,2013-06-22,13,6,
1001119,2011-02-03,2011-08-03,18,6,
1001120,2013-05-02,2013-11-02,10,6,
1001121,2011-08-05,2012-02-04,3,4,2011-09-10
1001122,2013-04-11,2013-10-12,6,4,
1001123,2013-03-20,2013-09-17,14,2,
1001124,2013-04-04,2013-10-03,15,6,
1001125,2012-10-23,2013-10-23,10,2,
1001126,2012-12-31,2013-12-31,15,5,
1001127,2011-04-25,2012-04-24,19,6,
1001128,2013-04-25,2013-10-23,10,3,
1001129,2012-01-02,2013-01-01,12,7,
1001130,2013-04-08,2013-10-06,16,2,
1001131,2011-08-16,2012-08-16,2,2,
1001132,2012-05-27,2013-05-27,9,1,
1001133,2012-01-20,2012-07-20,20,7,
1001134,2013-04-08,2013-10-07,15,3,
1001135,2011-09-22,2012-03-22,5,5,
1001136,2011-06-12,2011-12-10,10,6,2011-10-08
1001137,2013-01-09,2014-01-09,6,7,
1001138,2013-12-08,2014-06-07,7,5,
1001139,2012-07-01,2013-07-01,6,4,
1001140,2013-09-20,2014-09-20,19,4,
1001141,2012-02-28,2013-02-27,2,6,2012-09-28
1001142,2014-01-31,2014-07-31,17,4,
1001143,2011-02-13,2012-02-14,3,4,
1001144,2011-02-11,2011-08-14,5,3,
1001145,2012-09-27,2013-03-30,3,2,
1001146,2012-10-02,2013-10-02,19,1,
1001147,2013-08-11,2014-02-08,9,2,
1001148,2012-10-29,2013-10-29,10,5,
1001149,2013-04-23,2014-04-23,10,4,
1001150,2012-06-11,2013-06-11,10,6,
1001151,2011-06-24,2012-06-24,10,4,
1001152,2011-04-10,2011-10-10,17,1,2011-07-20
1001153,2013-02-10,2014-02-10,2,7,
1001154,2011-08-14,2012-08-14,13,4,
1001155,2011-05-08,2012-05-08,19,4,
1001156,2012-04-29,2013-04-30,19,7,
1001157,2011-09-15,2012-03-16,3,3,
1001158,2011-02-16,2012-02-16,8,3,2011-10-02
1001159,2012-05-08,2013-05-08,14,4,
1001160,2012-05-24,2013-05-24,13,7,
1001161,2012-01-03,2013-01-02,17,2,2012-09-19
1001162,2012-11-01,2013-11-01,18,5,
1001163,2011-03-14,2012-03-14,17,6,
1001164,2011-04-30,2011-10-30,6,1,
1001165,2011-09-13,2012-09-13,15,7,
1001166,2011-05-05,2011-11-04,6,3,
1001167,2012-07-18,2013-07-18,2,4,
1001168,2011-03-24,2011-09-23,15,3,
1001169,2011-01-25,2012-01-26,3,4,
1001170,2012-12-07,2013-12-07,13,3,
1001171,2012-06-10,2012-12-11,5,7,
1001172,2012-08-02,2013-02-02,3,7,
1001173,2013-07-08,2014-07-08,7,6,
1001174,2012-02-18,2012-08-18,14,5,
1001175,2011-03-26,2011-09-23,9,2,
1001176,2010-12-04,2011-12-05,12,1,
1001177,2013-05-22,2013-11-19,11,3,
1001178,2013-03-24,2013-09-23,17,5,
1001179,2012-09-07,2013-03-07,18,7,
1001180,2012-11-10,2013-11-10,20,4,
1001181,2011-11-30,2012-05-30,7,5,
1001182,2013-11-26,2014-11-26,7,2,
1001183,2013-10-19,2014-04-18,19,2,
1001184,2012-03-28,2013-03-29,16,3,
1001185,2013-05-15,2014-05-15,16,5,
1001186,2013-10-14,2014-04-15,18,5,
